numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
4446,Barbara Daly,Mrs. Molly Barlow,ITZF50719801321684,25,0.5137842151,0.0,2006-05-15T00:00:00,2,16651.38,300000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0404307347139651,270000.0,,2019-12-31T03:00:00,28174597.0,4083478.0,28497919.0,10753712.0,0.0,14180123.0,13675363.0,33399059.0,16507519.0,12.0,16891540.0,1998.0,Acima de 17 anos,421330.0,False,False,1.0,409400.0,2020-08-27T14:21:21
4447,Miss Valerie Connor,Liam Hall,YWSQ51421424207341,66,0.4412997365,0.0,2013-01-07T00:00:00,24,11895.67,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4464285714285714,0.5535714285714285,0.386821080133629,5500.0,,,,,,,,,,1231402.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,20000.0,False,True,0.7270875822,30800.0,2020-08-27T14:23:05
4448,Craig Flynn,Nicola Harris-Clarke,IIVO05751681313310,0,0.585840622,0.0,2018-08-13T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6607142857142857,0.3392857142857142,0.0,50000.0,,,,,,,,,,2602143.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,60000.0,True,False,1.0,52800.0,2020-08-27T14:27:18
4449,Mr. Reece Davies,Antony Walsh,IHXJ81732847047007,53,0.2648957305,0.0,2009-04-08T00:00:00,8,33420.0,375000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,350000.0,,2019-12-31T03:00:00,22187992.0,2959093.0,24618228.0,22561000.0,0.0,11583368.0,7778800.0,9139060.0,3039291.0,12.0,6099769.0,2000.0,Acima de 17 anos,450000.0,False,False,0.25,1701032.0,2020-08-27T14:32:14
4450,Mr. Nicholas Hayes,Stephanie Kelly,MYPG23920189710600,0,0.5712019048,0.0,2017-11-03T00:00:00,0,0.0,25000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
4451,Dr. Heather Lamb,Bruce O'Donnell-Cox,NNYJ02441474355508,17,0.2866106044,0.0,2019-02-07T00:00:00,0,0.0,5000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5535714285714285,0.4464285714285714,0.866025403784439,,,,,,,,,,,0.0,0.0,1.0,0.0,2008.0,De 11 a 16 anos,100000.0,False,False,1.0,5400.0,
4452,Joseph Bell,Leon Smith,BAAM35942968217300,5,0.6075732943,0.0,2018-06-06T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8392857142857142,0.1607142857142857,0.866025403784439,50000.0,,2019-12-31T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97692338.0,0.0,12.0,0.0,1997.0,Acima de 17 anos,4770000.0,False,False,1.0,3234354.0,2020-08-27T15:02:32
4453,Dr. Stanley Smith,Dylan Robinson-Nolan,OPBS54742125672882,3,0.4602844489,0.0,2018-07-24T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.2499999999999999,0.0,60000.0,,2019-12-31T03:00:00,416680.0,130559.0,511056.0,380496.0,0.0,85958.0,265668.0,1947489.0,449401.0,12.0,1498088.0,2017.0,De 0 a 5 anos,40000.0,False,True,1.0,4400.0,2020-08-27T15:10:33
4454,Mrs. Vanessa Phillips,Mrs. Aimee George,IOUL68328217376259,36,0.2096343179,0.0,2016-07-20T00:00:00,0,0.0,50000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6785714285714285,0.3214285714285714,-0.866025403784439,,,2019-12-31T00:00:00,6944696.0,1350.0,7160901.0,7159551.0,0.0,438020.0,0.0,20510.0,-32955.0,4.0,53465.0,2009.0,De 11 a 16 anos,990000.0,False,True,0.9677388198,161832.0,
4455,Sarah Hopkins,Mr. Conor Jones,AZFO81709966547489,57,0.3158088191,0.0,2019-06-27T00:00:00,0,0.0,110000.0,AprovadoComite,De 51 a 80 % - Alto,0.4821428571428571,0.5178571428571428,0.866025403784439,80000.0,2020-08-27T18:22:51,0219-12-31T03:06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925011533.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
4456,Elliott Stanley-Wright,Harry Ali,MVOE56996036793646,53,0.5083541096,0.0,2013-01-22T00:00:00,28,1500.0,5000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7142857142857142,0.2857142857142857,-0.994473990795755,5000.0,,2019-12-31T00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407550.0,407550.0,12.0,0.0,2011.0,De 6 a 10 anos,150000.0,False,False,0.8618018379,19800.0,2020-08-27T16:44:07
4457,Sean Morley,Robin Thomas-Hewitt,JBWE58432974516641,19,0.0,,2011-05-12T15:05:43,0,0.0,90000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.640427866729805,90000.0,,2019-12-31T03:00:00,5404019.0,376299.0,9984065.0,6298626.0,0.0,3600348.0,1702318.0,11336386.0,4933207.0,12.0,6403179.0,1995.0,Acima de 17 anos,100000.0,False,False,0.0,985874.0,2020-08-27T18:36:08
4458,Annette Thompson,Alison Davidson,GNBU00248056398212,7,0.5324386574,0.0,2017-04-03T00:00:00,0,650774.72,700000.0,AprovadoComite,De 11 a 30 % - Baixo,0.75,0.25,-0.974328421048946,500000.0,2020-08-27T18:21:30,2020-06-30T03:00:00,18877753.0,18558560.0,18884418.0,325857.0,1701791.0,-1313416.0,19132476.0,18743895.0,10501658.0,6.0,8242237.0,2016.0,De 0 a 5 anos,350000.0,False,False,0.9861028861,2485146.0,
4459,Mrs. Jacqueline Jones,Gemma Watts,SMVE55673186564482,9,0.3405273697,0.0,2012-08-20T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,40000.0,,2019-12-31T00:00:00,4646876.0,22864.0,4693876.0,4671012.0,0.0,0.0,0.0,3092834.0,847494.0,12.0,2245340.0,1999.0,Acima de 17 anos,150000.0,False,False,1.0,165634.0,2020-08-27T18:36:46
4460,Mr. Stephen Sharp,Dawn Cooper,MGTD17682035019968,18,0.3759954888,0.0,2007-03-02T00:00:00,0,0.0,45000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,45000.0,,,,,,,,,,3776714.0,0.0,12.0,0.0,1997.0,Acima de 17 anos,10000.0,False,False,1.0,5180.0,2020-08-27T19:00:30
4461,Ms. Vanessa Dodd,Roy Carter,XQUD02614400855678,44,0.2317847042,0.0,2018-03-06T00:00:00,0,0.0,60000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6428571428571428,0.3571428571428571,0.866025403784439,35000.0,,,,,,,,,,3893635.0,0.0,12.0,0.0,2002.0,Acima de 17 anos,37500.0,False,False,1.0,720.0,2020-08-27T18:45:19
4462,Marilyn Johnson,Marie Barrett,XQSY14069987781202,17,0.5651845254,0.0,2020-02-14T00:00:00,4,2380.39,40000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4821428571428571,0.5178571428571428,0.0,25100.0,,,,,,,,,,1456333.0,1456333.0,12.0,0.0,2012.0,De 6 a 10 anos,10000.0,False,True,1.0,1110.0,2020-08-27T18:46:07
4463,Mr. Jeffrey Henderson,Kerry Winter,IXVS12387156929639,18,0.3281013927,0.0,2016-12-16T00:00:00,0,0.0,500000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,1e-16,40000.0,,2019-12-31T03:00:00,10254944.0,1869197.0,11168928.0,8859503.0,558000.0,5540466.0,1101018.0,0.0,0.0,1.0,0.0,2010.0,De 6 a 10 anos,2500000.0,False,False,1.0,0.0,2020-08-27T19:32:44
4464,Mr. Jamie Taylor,Clare Barker-Parker,MKWO87353973931297,47,0.0,,2011-08-08T08:20:08,0,0.0,170000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6607142857142857,0.3392857142857142,0.866025403784439,130000.0,,2019-10-31T03:00:00,1754004.0,1633998.0,2230537.0,324961.0,640033.0,724030.0,777106.0,6296357.0,2642587.0,10.0,3653770.0,1995.0,Acima de 17 anos,100000.0,False,False,0.0,612123.0,2020-08-27T18:51:10
4465,Lee Bartlett-Fletcher,Tracey Owen,JPAL72760231225093,92,0.0,,2018-12-04T10:48:15,0,0.0,400000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6428571428571428,0.3571428571428571,0.866025403784439,250000.0,,2019-12-31T03:00:00,2859234.0,1965929.0,2896083.0,930154.0,636326.0,2187158.0,205546.0,8212208.0,1900460.0,12.0,6311748.0,2017.0,De 0 a 5 anos,100000.0,False,False,0.0,49477.0,2020-08-27T19:29:25
4466,Tom Martin,Mr. Jacob Patel,HTAY05270327534322,0,0.6744726277,0.0,2020-07-22T00:00:00,173,3960.0,300000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,300000.0,,2019-12-31T00:00:00,53582110.0,21959240.0,56009882.0,34050642.0,252920.0,24031769.0,8759181.0,120491244.0,57575034.0,12.0,62916210.0,2002.0,Acima de 17 anos,150000.0,False,False,1.0,13710238.0,2020-08-27T19:27:30
4467,Mr. William Smith,Marcus Brown,TIBQ31841063291299,13,0.4411469719,0.0,2013-04-25T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,50000.0,,,,,,,,,,14534301.0,0.0,12.0,0.0,2001.0,Acima de 17 anos,30000.0,False,False,1.0,122100.0,2020-08-27T19:28:58
4468,Ricky Kelly,Anne Welch-Campbell,OPNI24346853582080,5,0.0,,2019-01-29T14:11:28,0,0.0,700000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,550000.0,,2019-12-31T03:00:00,10783205.0,4224816.0,16792927.0,3675549.0,0.0,4400868.0,4964014.0,33505605.0,10966850.0,12.0,22538755.0,2012.0,De 6 a 10 anos,40000.0,False,False,0.0,405000.0,2020-08-27T19:49:29
4469,Dr. Bethan Clark,Teresa Parkinson,QHYH80116350934605,4,0.5428705949,0.0,2017-12-08T00:00:00,80,7163.48,15000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,15000.0,,2019-12-31T00:00:00,29521421.0,23098413.0,364554632.0,12421197.0,5424000.0,15441076.0,6035549.0,136728251.0,0.0,12.0,0.0,2005.0,De 11 a 16 anos,100000.0,False,False,1.0,7200000.0,2020-08-27T20:05:49
4470,Ms. Sara Hughes,Holly Jones,LNDJ61338518609490,4,0.5000152505,0.0,2015-11-13T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,50000.0,,2019-12-31T00:00:00,10981829.0,2756881.0,11897055.0,7633674.0,2407844.0,1247390.0,2942404.0,5910725.0,2443778.0,12.0,3466947.0,1999.0,Acima de 17 anos,90000.0,False,True,1.0,979000.0,2020-08-27T21:08:34
4471,Shane Ball,Dr. Clive White,XFIT11484688977093,9,0.4063670654,0.0,2019-11-07T00:00:00,18,55807.5,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.0,40000.0,,2019-12-31T06:00:00,919211.0,700900.0,1024562.0,323661.0,0.0,0.0,883857.0,2525305.0,1010122.0,12.0,1515183.0,2017.0,De 0 a 5 anos,100000.0,False,False,1.0,3240.0,2020-08-27T23:05:10
4472,Ruth Ward-McCarthy,Dr. Julia Mann,ILVT57091633734406,19,0.627481068,0.0,2020-07-17T00:00:00,0,102962.08,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8392857142857142,0.1607142857142857,0.0,100000.0,,2019-12-31T03:00:00,10066659.0,3316809.0,13114208.0,6322783.0,1275955.0,3984208.0,3710228.0,22898154.0,5636945.0,12.0,17261209.0,2018.0,De 0 a 5 anos,200000.0,False,False,1.0,0.0,2020-08-27T23:43:30
4473,Leah Davies-Williams,Mrs. Anne Dunn,CDYT18486223390794,5,0.5974974564,0.0,2014-07-31T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.866025403784439,50000.0,,,,,,,,,,3753201.0,0.0,11.0,0.0,2011.0,De 6 a 10 anos,79000.0,False,True,1.0,1620.0,2020-08-27T21:03:43
4474,Derek Howard,Terry Perry,BFOW33313243342614,2,0.481039329,0.0,2017-02-08T00:00:00,0,0.0,15000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,0.0,15000.0,,,,,,,,,,1939512.0,0.0,12.0,0.0,2002.0,Acima de 17 anos,30000.0,False,False,1.0,16280.0,2020-08-27T23:42:22
4475,Martin Stevenson,Dylan Fox,RHIK25779763492499,19,0.5686864914,0.0,2018-12-20T00:00:00,54,820167.46,900000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.866025403784439,900000.0,,2019-12-31T03:00:00,462154606.0,358265908.0,117738073.0,216935613.0,93980772.0,173982211.0,194285492.0,1638235909.0,465361906.0,12.0,1172874003.0,2012.0,De 6 a 10 anos,10000000.0,False,False,1.0,0.0,2020-08-28T13:42:47
4476,Miss Carole Griffiths,Vincent Wright,HTWZ77725360027310,0,0.365980795,0.0,2019-10-15T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5357142857142857,0.4642857142857142,0.0,15000.0,,,,,,,,,,76200.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,30000.0,False,True,1.0,3780.0,2020-08-28T13:39:51
4477,Suzanne Smith,Marian Day,AVAO63044598911311,14,0.5650457739,0.0,2019-12-17T00:00:00,42,118195.87,190000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6428571428571428,0.3571428571428571,0.0,180000.0,,2019-12-31T03:00:00,40147679.0,40222591.0,56028277.0,15136282.0,15775862.0,14799137.0,23664583.0,119119198.0,31888914.0,12.0,87230284.0,2004.0,De 11 a 16 anos,3000000.0,False,True,1.0,6480000.0,2020-08-28T13:43:49
4478,Mr. Jordan Stevens,Miss Ellie Kelly,UCBM91111020900951,23,0.3297961267,0.0,2016-08-03T00:00:00,0,0.0,230000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5535714285714285,0.4464285714285714,-0.927590165600965,120000.0,,2019-12-31T03:00:00,7346700.0,5304185.0,8945697.0,1678506.0,1963005.0,4278294.0,2690647.0,20052539.0,3766634.0,12.0,16285905.0,2014.0,De 6 a 10 anos,1500000.0,True,True,0.9588687939,587379.0,2020-08-28T13:47:26
4479,Dr. Owen Martin,Dr. Ricky Fisher,SFSQ79771467169528,8,0.4191883717,0.0,2012-07-26T00:00:00,0,3293.34,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,0.0,100000.0,,2019-12-31T03:00:00,1625686.0,1521442.0,2067465.0,5054.0,958000.0,0.0,902507.0,6036159.0,495906.0,12.0,5540253.0,2003.0,Acima de 17 anos,10000.0,False,False,1.0,8800.0,2020-08-28T15:48:45
4480,Clive Webster,Yvonne Goddard,QYJM72064942747117,3,0.5164279514,0.0,2019-11-29T00:00:00,0,0.0,10000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6785714285714285,0.3214285714285714,0.0,,,,,,,,,,,107527.0,0.0,5.0,0.0,2019.0,De 0 a 5 anos,20000.0,False,False,1.0,10800.0,
4481,Miss Lynn Evans,Jonathan Fletcher,WCOO57409536225250,0,0.680232443,0.0,2019-02-21T00:00:00,27,38392.2,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7857142857142857,0.2142857142857142,0.0,100000.0,,2019-12-31T03:00:00,47361546.0,25258940.0,51207053.0,23776074.0,4038688.0,12048849.0,31285748.0,182839845.0,164166371.0,12.0,18673474.0,2018.0,De 0 a 5 anos,50000.0,False,False,1.0,9394392.0,2020-08-28T14:37:08
4482,Ms. Fiona Davies,Phillip Phillips,NSQR90904791367836,0,0.5531048008,0.0,2015-01-22T00:00:00,52,1374450.0,1400000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6071428571428571,0.3928571428571428,0.0,,,2019-12-31T03:00:00,26410452.0,7621007.0,26908128.0,19162838.0,191495.0,1513351.0,23876361.0,21336438.0,9687117.0,12.0,11649321.0,2009.0,De 11 a 16 anos,1500000.0,True,True,1.0,0.0,
4483,Shane Ball,Dr. Clive White,XFIT11484688977093,9,0.4063670654,0.0,2019-11-07T00:00:00,18,55807.5,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.0,35000.0,,2019-12-31T06:00:00,919211.0,700900.0,1024562.0,323661.0,0.0,0.0,883857.0,2525305.0,1010122.0,12.0,1515183.0,2017.0,De 0 a 5 anos,100000.0,False,False,1.0,3240.0,2020-08-28T14:38:54
4484,Mrs. Debra Jackson,Dr. Arthur Curtis,BENC98235797563895,16,0.2548028184,0.0,2016-03-28T00:00:00,0,0.0,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9838054867,,
4485,Sean Holt,Matthew Smith-Barlow,LSCH24696447512971,0,0.0,,2019-02-19T10:57:22,0,0.0,15000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,15000.0,,2019-12-31T00:00:00,39037790.0,10571404.0,45995467.0,35424062.0,733543.0,4295437.0,1238376.0,0.0,0.0,1.0,0.0,2008.0,De 11 a 16 anos,2500000.0,False,False,0.0,249000.0,2020-08-28T15:54:00
4486,Joanne Simpson,Dr. Mandy Atkinson,DJAJ41755539213758,4,0.1468731669,0.0,2015-07-14T00:00:00,0,0.0,48000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8392857142857142,0.1607142857142857,0.0,48000.0,,,,,,,,,,4210145.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,20000.0,False,False,1.0,13690.0,2020-08-28T16:07:49
4487,Mrs. Debra Jackson,Dr. Arthur Curtis,BENC98235797563895,16,0.2548028184,0.0,2016-03-28T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,100000.0,,2019-12-31T03:00:00,27437755.0,3644123.0,34052578.0,29623509.0,0.0,12035395.0,6138595.0,44652485.0,32646993.0,12.0,12005492.0,1984.0,Acima de 17 anos,2650000.0,False,False,0.9838054867,436500.0,2020-08-28T17:22:33
4488,Jack White,Mrs. Claire Hodgson,ELLS27101079297856,4,0.6189982143,0.0,2018-06-13T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8571428571428571,0.1428571428571428,0.0,30000.0,,,,,,,,,,1639429.0,0.0,12.0,0.0,2006.0,De 11 a 16 anos,25000.0,False,False,1.0,10120.0,2020-08-28T17:33:10
4489,Mr. Kyle Morgan,Mr. Kenneth Woodward,YKAN20110292045834,4,0.3794353822,0.0,2015-10-15T00:00:00,0,0.0,400000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,260000.0,,2019-12-31T03:00:00,9651574.0,1426794.0,9852240.0,8425446.0,14248.0,6205835.0,2292802.0,11304885.0,6402872.0,12.0,4902013.0,2013.0,De 6 a 10 anos,250000.0,False,True,1.0,434043.0,2020-08-28T17:36:32
4490,Paige Johnson,Clifford Thompson,LVPF83085868884291,11,0.340627943,0.0,2017-09-19T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,2e-16,10000.0,,,,,,,,,,1099272.0,0.0,12.0,0.0,1998.0,Acima de 17 anos,90000.0,False,False,1.0,81000.0,2020-08-28T17:37:46
4491,Shaun Barlow-Owen,Dr. Peter Bryan,NTPP27145676483888,2,0.1719910304,0.0,2019-07-29T00:00:00,60,57600.0,150000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.2499999999999999,0.0,60000.0,,2020-06-30T03:00:00,4914069.0,2392384.0,4914069.0,693409.0,0.0,2070113.0,2627427.0,1944182.0,1828276.0,6.0,115906.0,2017.0,De 0 a 5 anos,350000.0,False,True,1.0,46200.0,2020-08-28T18:26:52
4492,Jay Briggs-Read,Miss Katie Wright,JMOD43305615221713,0,0.3563358386,0.0,2020-02-18T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7857142857142857,0.2142857142857142,0.0,10000.0,,2019-12-31T00:00:00,583226.0,83443.0,58226.0,499782.0,0.0,225755.0,0.0,693308.0,310195.0,12.0,383113.0,2017.0,De 0 a 5 anos,300000.0,False,False,1.0,720.0,2020-08-28T19:26:25
4493,Ms. Marion Parsons,Dr. Adrian Gilbert,YKMA43405696220284,18,0.448130494,0.0,2019-09-26T00:00:00,21,2192.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4821428571428571,0.5178571428571428,0.0,20000.0,,,,,,,,,,1116466.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,800000.0,False,True,1.0,0.0,2020-08-28T19:27:08
4494,Mr. Reece Davies,Antony Walsh,IHXJ81732847047007,53,0.2648957305,0.0,2009-04-08T00:00:00,8,33420.0,2000000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,800000.0,2020-08-28T18:48:34,2019-12-31T03:00:00,22187992.0,2959093.0,24618228.0,22561000.0,0.0,11583368.0,7778800.0,9139060.0,3039291.0,12.0,6099769.0,2000.0,Acima de 17 anos,450000.0,False,False,0.25,1701032.0,
4495,Dr. Cheryl Lee,Dr. Simon Howard,RDCH28687737008977,45,0.5631451343,0.0,2006-06-05T00:00:00,51,46343.25,40000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,-0.905659134616607,,,,,,,,,,,12736848.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,100000.0,True,False,0.9174951162,97000.0,
4496,Gerard Smith,Brian Morgan,AAKI68017899673695,46,0.3249691358,0.0,2006-09-06T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8214285714285714,0.1785714285714285,0.998206928247164,10000.0,,2019-12-30T00:00:00,1774012.0,443096.0,1828274.0,1187745.0,271000.0,70327.0,399045.0,2213365.0,1207786.0,12.0,1005579.0,1998.0,Acima de 17 anos,120000.0,False,False,0.4461838205,90261.0,2020-08-28T19:36:30
4497,Miss Alexandra Simpson,Ms. Elizabeth Hicks,PMKK89024861557953,133,0.3376625735,0.0,2006-05-17T00:00:00,0,2715.0,45000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.8252088242445,45000.0,,,,,,,,,,9989879.0,0.0,12.0,0.0,1991.0,Acima de 17 anos,150000.0,False,False,0.9927548467,897250.0,2020-08-28T19:39:19
4498,Shane Ball,Dr. Clive White,XFIT11484688977093,9,0.4063670654,0.0,2019-11-07T00:00:00,18,55807.5,60000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6964285714285714,0.3035714285714285,0.0,40000.0,,2019-12-31T06:00:00,919211.0,700900.0,1024562.0,323661.0,0.0,0.0,883857.0,2525305.0,1010122.0,12.0,1515183.0,2017.0,De 0 a 5 anos,100000.0,False,False,1.0,3240.0,2020-08-28T19:31:06
4499,Katie Lawson,Patricia Reynolds,SVXA16230297135119,7,0.0,,2012-02-24T16:01:26,0,0.0,1100000.0,AprovadoComite,De 11 a 30 % - Baixo,0.75,0.25,0.509151573201535,800000.0,2020-08-28T19:45:23,2020-06-30T03:00:00,2768574.0,676933.0,4200754.0,3270301.0,552500.0,1475651.0,786836.0,8768227.0,2501717.0,6.0,6266510.0,2011.0,De 6 a 10 anos,20000.0,False,False,0.0,47360.0,
4500,Beth Bishop,Geraldine Bibi,OVOY95264117835866,81,0.3553814561,0.0,2012-07-30T00:00:00,35,23641.01,60000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0,60000.0,,2019-12-31T03:00:00,1554054.0,443281.0,1765257.0,1321976.0,0.0,464253.0,483022.0,4899208.0,1940809.0,12.0,2958399.0,2011.0,De 6 a 10 anos,99800.0,False,True,1.0,16200.0,2020-08-28T19:54:03
4501,Toby Khan,Mr. Henry Ali,ODAY61470484069930,57,0.2985736038,0.0,2015-06-30T00:00:00,80,57600.0,150000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8035714285714285,0.1964285714285714,0.0115449392691807,110000.0,,2019-12-31T03:00:00,1671393.0,616009.0,1827620.0,981242.0,0.0,627189.0,548473.0,4584806.0,1990095.0,12.0,2594711.0,2014.0,De 6 a 10 anos,110000.0,False,False,0.9890363779,81000.0,2020-08-28T20:00:44
4502,Mr. Marcus Bryant,Charlie Knight,VZDY44728067308193,0,0.0040016431,0.0,2018-06-15T00:00:00,0,12560.0,100000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.625,0.375,0.0,45000.0,,2020-06-30T03:00:00,2131216.0,2280457.0,2131216.0,19065.0,78352.0,1422449.0,181787.0,4062619.0,422928.0,12.0,3639691.0,2018.0,De 0 a 5 anos,100000.0,False,True,1.0,7040.0,2020-08-31T11:45:33
4503,Helen Dean-Miller,Carolyn Sutton-Morris,YPBV53942632372249,4,0.5484069717,0.0,2018-03-21T00:00:00,26,15300.0,300000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.2499999999999999,0.0,300000.0,,2019-12-31T12:00:00,10537258.0,1540821.0,10537258.0,8996437.0,0.0,395481.0,1602797.0,19673862.0,7645972.0,12.0,12027890.0,2010.0,De 6 a 10 anos,1500000.0,False,True,1.0,534000.0,2020-08-31T11:47:13
4504,Nicholas Richardson,Ricky Fraser,GFFP53341113541195,52,0.0,,2006-03-15T15:05:10,0,0.0,340000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8214285714285714,0.1785714285714285,0.86852174199429,340000.0,,2019-12-31T03:00:00,47087542.0,36937754.0,53984264.0,8212726.0,16580000.0,20988325.0,21703404.0,211173785.0,84962728.0,12.0,126211057.0,1996.0,Acima de 17 anos,3600000.0,False,False,0.0,18767266.0,2020-08-31T11:48:26
4505,Joan Rowe,Mr. Jack Marshall,RDPM11292168507022,15,0.3668305248,0.0,2018-11-26T00:00:00,0,0.0,10000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4821428571428571,0.5178571428571428,0.0,,,,,,,,,,,945280.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,150000.0,False,False,1.0,66600.0,
